,N,T,Tnorm,custo
187,2.0,1048423,0.722293182319224,1.444586364638448
188,2.0,376993,0.2597229111552028,0.5194458223104056
189,2.0,366218,0.2522996582892416,0.5045993165784832
190,2.0,104599,0.0720617008377425,0.144123401675485
191,2.0,316743,0.21821469907407406,0.43642939814814813
192,2.0,1112170,0.7662105930335097,1.5324211860670194
193,2.0,2309097,1.5908130787037038,3.1816261574074076
194,2.0,379209,0.26124958664021164,0.5224991732804233
195,2.0,105461,0.0726555610670194,0.1453111221340388
196,2.0,436748,0.30089010141093475,0.6017802028218695
197,2.0,1221405,0.8414661871693122,1.6829323743386244
198,2.0,1580815,1.0890755897266313,2.1781511794532626
199,2.0,424023,0.2921234292328042,0.5842468584656084
200,2.0,1470206,1.012873401675485,2.02574680335097
201,2.0,1100676,0.7582919973544974,1.5165839947089947
202,2.0,1087324,0.7490933641975308,1.4981867283950616
203,2.0,501542,0.3455288249559083,0.6910576499118166
204,2.0,2085264,1.4366071428571427,2.8732142857142855
205,2.0,2332694,1.6070698302469135,3.214139660493827
206,2.0,1106831,0.7625323798500881,1.5250647597001763
207,2.0,875771,0.6033475253527337,1.2066950507054675
208,2.0,218290,0.15038718033509701,0.30077436067019403
209,2.0,69518,0.04789324294532628,0.09578648589065256
210,2.0,14986,0.010324349647266313,0.020648699294532627
211,2.0,185006,0.12745673500881835,0.2549134700176367
212,2.0,655460,0.4515680114638448,0.9031360229276896
213,2.0,512932,0.35337577160493827,0.7067515432098765
214,2.0,482453,0.3323777832892416,0.6647555665784832
215,2.0,453235,0.31224853946208114,0.6244970789241623
216,2.0,576698,0.3973062720458554,0.7946125440917108
217,2.0,854127,0.588436259920635,1.17687251984127
218,2.0,676528,0.46608245149911814,0.9321649029982363
219,2.0,1166972,0.8039654982363316,1.6079309964726631
220,2.0,1109576,0.7644235008818342,1.5288470017636684
221,2.0,267540,0.18431712962962962,0.36863425925925924
222,2.0,3445857,2.3739645337301587,4.747929067460317
223,2.0,556429,0.38334228946208115,0.7666845789241623
224,2.0,1906641,1.3135478670634921,2.6270957341269843
225,2.0,1655838,1.1407614087301587,2.2815228174603175
226,2.0,91744,0.06320546737213403,0.12641093474426807
227,2.0,1570671,1.0820870535714286,2.1641741071428573
228,2.0,511764,0.35257109788359786,0.7051421957671957
229,2.0,211428,0.14565972222222223,0.29131944444444446
230,2.0,1109810,0.7645847111992945,1.529169422398589
231,2.0,724035,0.4988115906084656,0.9976231812169312
232,2.0,942967,0.6496410659171076,1.2992821318342151
233,2.0,1142834,0.7873360339506172,1.5746720679012345
234,2.0,658501,0.45366305665784834,0.9073261133156967
235,2.0,3265691,2.2498422343474425,4.499684468694885
236,2.0,1158762,0.7983093584656085,1.596618716931217
237,2.0,193261,0.13314387676366843,0.26628775352733686
238,2.0,886465,0.6107149746472663,1.2214299492945326
239,2.0,488681,0.33666845789241623,0.6733369157848325
240,2.0,1416816,0.9760912698412698,1.9521825396825396
241,2.0,172653,0.1189463458994709,0.2378926917989418
242,2.0,711759,0.4903542493386243,0.9807084986772486
243,2.0,149483,0.10298376873897708,0.20596753747795415
244,2.0,987784,0.680516975308642,1.361033950617284
245,2.0,549151,0.3783282352292769,0.7566564704585538
246,2.0,80097,0.05518146494708995,0.1103629298941799
247,2.0,369175,0.2543368331128748,0.5086736662257496
248,2.0,167870,0.11565117945326278,0.23130235890652556
249,2.0,1267456,0.8731922398589065,1.746384479717813
250,2.0,34071,0.02347263558201058,0.04694527116402116
251,2.0,1045812,0.7204943783068783,1.4409887566137567
252,2.0,1114897,0.7680893132716049,1.5361786265432098
253,2.0,2777482,1.9134989528218695,3.826997905643739
254,2.0,2843515,1.958991264329806,3.917982528659612
255,2.0,2006081,1.382055362654321,2.764110725308642
256,2.0,695041,0.47883666776895945,0.9576733355379189
257,2.0,776991,0.5352947255291005,1.070589451058201
258,2.0,2006483,1.382332313712522,2.764664627425044
259,2.0,718,0.0004946538800705468,0.0009893077601410935
260,2.0,135285,0.09320229828042328,0.18640459656084657
261,2.0,954179,0.6573653824955908,1.3147307649911817
262,2.0,710021,0.48915688381834216,0.9783137676366843
263,2.0,412120,0.2839230599647266,0.5678461199294532
264,2.0,20138,0.013873732363315697,0.027747464726631393
265,2.0,223606,0.15404954805996474,0.30809909611992947
266,2.0,1868773,1.2874593529541447,2.5749187059082894
267,2.0,1568077,1.080299961419753,2.160599922839506
268,2.0,327642,0.22572337962962963,0.45144675925925926
269,2.0,1363217,0.9391651510141094,1.8783303020282187
270,2.0,133967,0.09229428461199295,0.1845885692239859
271,2.0,717865,0.4945608741181658,0.9891217482363316
272,2.0,828507,0.570785796957672,1.141571593915344
273,2.0,652444,0.44949018959435627,0.8989803791887125
274,2.0,958770,0.6605282738095238,1.3210565476190477
275,2.0,265693,0.18304467041446207,0.36608934082892414
276,2.0,371842,0.256174217372134,0.512348434744268
277,2.0,1524082,1.0499903549382716,2.0999807098765433
278,2.0,527994,0.3637524801587302,0.7275049603174604
279,2.0,956861,0.6592131007495591,1.3184262014991182
280,2.0,177680,0.12240961199294532,0.24481922398589065
281,2.0,273307,0.1882902061287478,0.3765804122574956
282,2.0,85898,0.0591779651675485,0.118355930335097
283,2.0,231392,0.15941358024691357,0.31882716049382714
284,2.0,2063765,1.421795772707231,2.843591545414462
285,2.0,35773,0.02464519951499118,0.04929039902998236
286,2.0,725639,0.4999166391093474,0.9998332782186948
287,2.0,1516365,1.0446738591269842,2.0893477182539684
288,2.0,347396,0.23933256172839507,0.47866512345679013
289,2.0,40671,0.028019593253968255,0.05603918650793651
290,2.0,104017,0.0716607418430335,0.143321483686067
291,2.0,1212777,0.8355220734126985,1.671044146825397
292,2.0,293420,0.2021467151675485,0.404293430335097
293,2.0,225411,0.15529307208994708,0.31058614417989416
294,2.0,617808,0.4256283068783069,0.8512566137566138
295,2.0,790660,0.5447117504409171,1.0894235008818343
296,2.0,25023,0.017239169973544972,0.034478339947089945
297,2.0,1099402,0.7574142967372134,1.5148285934744268
298,2.0,565232,0.3894069664902998,0.7788139329805996
299,2.0,1075791,0.7411479001322752,1.4822958002645503
300,2.0,52890,0.03643766534391534,0.07287533068783068
301,2.0,464770,0.32019538139329806,0.6403907627865961
302,2.0,58050,0.03999255952380952,0.07998511904761904
303,2.0,58231,0.04011725639329806,0.08023451278659612
304,2.0,42481,0.029266561948853617,0.058533123897707234
305,2.0,440424,0.303422619047619,0.606845238095238
306,2.0,235209,0.16204323743386242,0.32408647486772485
307,2.0,926094,0.6380166997354497,1.2760333994708994
308,2.0,37939,0.026137428350970018,0.052274856701940035
309,2.0,560586,0.3862061838624339,0.7724123677248678
310,2.0,2207793,1.5210214120370371,3.0420428240740742
311,2.0,437775,0.3015976355820106,0.6031952711640212
312,2.0,582425,0.40125179122574955,0.8025035824514991
313,2.0,1529338,1.0536113866843033,2.1072227733686066
314,2.0,587856,0.40499338624338627,0.8099867724867725
315,2.0,190084,0.13095513668430336,0.2619102733686067
316,2.0,57099,0.039337384259259256,0.07867476851851851
317,2.0,648445,0.4467351466049383,0.8934702932098766
318,2.0,448417,0.30892926036155205,0.6178585207231041
319,2.0,661829,0.4559558256172839,0.9119116512345679
320,2.0,1535937,1.0581576554232803,2.1163153108465607
321,2.0,243871,0.16801077491181657,0.33602154982363314
322,2.0,328215,0.22611813822751323,0.45223627645502645
323,2.0,675938,0.46567598104056435,0.9313519620811287
324,2.0,759371,0.5231557264109348,1.0463114528218695
325,2.0,735211,0.5065111055996473,1.0130222111992946
326,2.0,3058541,2.1071297674162257,4.214259534832451
327,2.0,701712,0.4834325396825397,0.9668650793650794
328,2.0,371801,0.2561459711199294,0.5122919422398589
329,2.0,1817324,1.2520144400352733,2.5040288800705466
330,2.0,1828784,1.2599096119929454,2.5198192239858908
331,2.0,276737,0.1906532462522046,0.3813064925044092
332,2.0,463633,0.3194120645943563,0.6388241291887126
333,2.0,450134,0.3101121582892416,0.6202243165784832
334,2.0,1319372,0.9089588844797178,1.8179177689594357
335,2.0,271260,0.18687996031746032,0.37375992063492064
336,2.0,922294,0.635398754409171,1.270797508818342
337,2.0,855896,0.5896549823633157,1.1793099647266314
338,2.0,536502,0.36961392195767195,0.7392278439153439
339,2.0,2449434,1.6874958664021165,3.374991732804233
340,2.0,320305,0.22066867835097,0.44133735670194
341,2.0,15813,0.010894097222222222,0.021788194444444443
342,2.0,115834,0.07980186287477954,0.15960372574955908
343,2.0,63684,0.04387400793650793,0.08774801587301587
344,2.0,2232022,1.5377135692239858,3.0754271384479717
345,2.0,883514,0.6086819334215168,1.2173638668430335
346,2.0,68327,0.047072723765432097,0.09414544753086419
347,2.0,1626586,1.1206087411816579,2.2412174823633157
348,2.0,279404,0.19249063051146384,0.3849812610229277
349,2.0,342122,0.23569912918871253,0.47139825837742505
350,2.0,2636483,1.8163600914902998,3.6327201829805995
351,2.0,369963,0.2548797123015873,0.5097594246031746
352,2.0,395168,0.27224426807760144,0.5444885361552029
353,2.0,85990,0.059241347001763665,0.11848269400352733
354,2.0,965407,0.6651007220017636,1.3302014440035272
355,2.0,1585368,1.0922123015873015,2.184424603174603
356,2.0,522449,0.3599323467813051,0.7198646935626102
357,2.0,317042,0.21842069003527337,0.43684138007054674
358,2.0,1225505,0.8442908123897708,1.6885816247795415
359,2.0,2571717,1.7717406580687831,3.5434813161375662
360,2.0,262179,0.18062375992063492,0.36124751984126985
361,2.0,187766,0.12935819003527338,0.25871638007054676
362,2.0,67443,0.04646370701058201,0.09292741402116401
363,2.0,3847653,2.650775049603175,5.30155009920635
364,2.0,2548210,1.7555459104938271,3.5110918209876543
365,2.0,1930037,1.3296661430776013,2.6593322861552027
366,2.0,1321350,0.910321593915344,1.820643187830688
367,2.0,591474,0.40748594576719577,0.8149718915343915
368,2.0,265342,0.18280285493827161,0.36560570987654323
369,2.0,542979,0.3740761408730159,0.7481522817460318
370,2.0,85277,0.05875013778659612,0.11750027557319224
371,2.0,2464,0.0016975308641975309,0.0033950617283950617
372,2.0,144242,0.09937307098765433,0.19874614197530865
373,2.0,65114,0.04485918209876543,0.08971836419753086
374,2.0,1778534,1.225290729717813,2.450581459435626
375,2.0,41870,0.028845623897707232,0.057691247795414465
376,2.0,427680,0.29464285714285715,0.5892857142857143
377,2.0,919906,0.6337535824514992,1.2675071649029983
378,2.0,237356,0.16352237654320986,0.3270447530864197
379,2.0,619362,0.42669890873015875,0.8533978174603175
380,2.0,426806,0.29404072971781303,0.5880814594356261
381,2.0,1312763,0.9044057264109348,1.8088114528218695
382,2.0,108063,0.07444816468253969,0.14889632936507938
383,2.0,2637,0.00181671626984127,0.00363343253968254
384,2.0,658381,0.45358038470017636,0.9071607694003527
385,2.0,385571,0.2656325782627866,0.5312651565255732
386,2.0,7358,0.005069168871252205,0.01013833774250441
387,2.0,1096188,0.7552000661375662,1.5104001322751324
388,2.0,2151572,1.4822889109347444,2.9645778218694887
389,2.0,110047,0.07581500771604938,0.15163001543209875
390,2.0,186406,0.12842124118165785,0.2568424823633157
391,2.0,190029,0.13091724537037036,0.2618344907407407
392,2.0,999773,0.6887765928130511,1.3775531856261023
393,2.0,534167,0.3680052634479718,0.7360105268959436
394,2.0,1011485,0.6968453758818343,1.3936907517636685
395,2.0,89613,0.06173735119047619,0.12347470238095239
396,2.0,433137,0.2984023644179894,0.5968047288359788
397,2.0,782549,0.5391238150352734,1.0782476300705468
398,2.0,14769,0.01017485119047619,0.02034970238095238
399,2.0,1441175,0.9928729883156967,1.9857459766313934
400,2.0,568991,0.3919966655643739,0.7839933311287478
401,2.0,468849,0.323005539021164,0.646011078042328
402,2.0,2326512,1.6028108465608466,3.205621693121693
403,2.0,149964,0.1033151455026455,0.206630291005291
404,2.0,132241,0.09110518628747795,0.1822103725749559
405,2.0,252378,0.17387152777777778,0.34774305555555557
406,2.0,421303,0.2902495315255732,0.5804990630511464
407,2.0,836189,0.5760781801146384,1.1521563602292768
408,2.0,46929,0.03233093584656085,0.0646618716931217
409,2.0,577359,0.39776165674603176,0.7955233134920635
410,2.0,1624959,1.1194878472222223,2.2389756944444446
411,2.0,115036,0.07925209435626103,0.15850418871252206
412,2.0,517691,0.356654403659612,0.713308807319224
413,2.0,535843,0.3691599151234568,0.7383198302469136
414,2.0,143515,0.09887221671075838,0.19774443342151676
415,2.0,568147,0.3914152061287478,0.7828304122574956
416,2.0,2019617,1.3913807594797178,2.7827615189594357
417,2.0,16484,0.011356371252204586,0.02271274250440917
418,2.0,87565,0.06032641644620811,0.12065283289241623
419,2.0,213776,0.14727733686067018,0.29455467372134037
420,2.0,1218358,0.8393670083774251,1.6787340167548501
421,2.0,554390,0.38193755511463845,0.7638751102292769
422,2.0,332138,0.22882082231040565,0.4576416446208113
423,2.0,720106,0.4961047729276896,0.9922095458553792
424,2.0,98946,0.06816716269841269,0.13633432539682538
425,2.0,416507,0.28694540895061726,0.5738908179012345
426,2.0,626836,0.4318479938271605,0.863695987654321
427,2.0,325170,0.2240203373015873,0.4480406746031746
428,2.0,230762,0.1589795524691358,0.3179591049382716
429,2.0,458388,0.3157986111111111,0.6315972222222223
430,2.0,185637,0.12789145171957672,0.25578290343915344
431,2.0,1887458,1.300332065696649,2.600664131393298
432,2.0,63676,0.04386849647266314,0.08773699294532628
433,2.0,621913,0.42845637676366843,0.8569127535273369
434,2.0,271820,0.18726576278659612,0.37453152557319225
435,2.0,1402639,0.9663242669753086,1.9326485339506172
436,2.0,88394,0.06089754188712522,0.12179508377425044
437,2.0,3120266,2.149654155643739,4.299308311287478
438,2.0,2052905,1.414313960537919,2.828627921075838
439,2.0,946473,0.6520564649470899,1.3041129298941798
440,2.0,2456963,1.6926828428130511,3.3853656856261023
441,2.0,1202721,0.8285941633597883,1.6571883267195766
442,2.0,246271,0.16966421406525573,0.33932842813051145
443,2.0,89589,0.0617208167989418,0.1234416335978836
444,2.0,666247,0.4589995315255732,0.9179990630511464
445,2.0,806235,0.5554418816137566,1.1108837632275133
446,2.0,178037,0.1226555610670194,0.2453111221340388
447,2.0,462698,0.31876791225749557,0.6375358245149911
448,2.0,550072,0.37896274250440914,0.7579254850088183
449,2.0,360856,0.2486055996472663,0.4972111992945326
450,2.0,411905,0.2837749393738977,0.5675498787477954
451,2.0,450491,0.3103581073633157,0.6207162147266314
452,2.0,243780,0.167948082010582,0.335896164021164
453,2.0,329624,0.22708884479717814,0.4541776895943563
454,2.0,1120178,0.7717275683421517,1.5434551366843035
455,2.0,779028,0.536698082010582,1.073396164021164
456,2.0,115480,0.07955798059964726,0.15911596119929453
457,2.0,921847,0.635090801366843,1.270181602733686
458,2.0,175650,0.12101107804232804,0.24202215608465608
459,2.0,2559789,1.7635230654761904,3.527046130952381
460,2.0,80538,0.05548528439153439,0.11097056878306878
461,2.0,3658176,2.520238095238095,5.04047619047619
462,2.0,182882,0.1259934413580247,0.2519868827160494
463,2.0,62892,0.043328373015873015,0.08665674603174603
464,2.0,781853,0.538644317680776,1.077288635361552
465,2.0,115593,0.07963583002645502,0.15927166005291005
466,2.0,2043698,1.407970954585538,2.815941909171076
467,2.0,975168,0.6718253968253968,1.3436507936507935
468,2.0,581556,0.4006531084656085,0.801306216931217
469,2.0,176800,0.12180335097001764,0.24360670194003528
470,2.0,562731,0.3876839451058201,0.7753678902116402
471,2.0,109311,0.07530795304232804,0.15061590608465608
472,2.0,295616,0.20365961199294533,0.40731922398589065
473,2.0,891129,0.6139281580687831,1.2278563161375662
474,2.0,517508,0.35652832892416225,0.7130566578483245
475,2.0,27213,0.018747933201058203,0.037495866402116405
476,2.0,235671,0.16236152447089947,0.32472304894179893
477,2.0,395445,0.2724351025132275,0.544870205026455
478,2.0,155854,0.10737296075837742,0.21474592151675484
479,2.0,1297583,0.8939477237654321,1.7878954475308642
480,2.0,550340,0.3791473765432099,0.7582947530864198
481,2.0,1427107,0.9831810791446208,1.9663621582892417
482,2.0,678056,0.4671351410934744,0.9342702821869489
483,2.0,165041,0.11370218805114639,0.22740437610229278
484,2.0,492630,0.33938905423280424,0.6787781084656085
485,2.0,709742,0.4889646715167548,0.9779293430335096
486,2.0,88599,0.06103877314814815,0.1220775462962963
487,2.0,1387644,0.9559937169312169,1.9119874338624339
488,2.0,436590,0.30078125,0.6015625
489,2.0,345909,0.23830811838624338,0.47661623677248677
490,2.0,85088,0.05861992945326279,0.11723985890652558
491,2.0,258968,0.17841159611992946,0.3568231922398589
492,2.0,1577904,1.0870701058201058,2.1741402116402115
493,2.0,361939,0.24935171406525572,0.49870342813051144
494,2.0,604681,0.4165846836419753,0.8331693672839506
495,2.0,665938,0.4587866512345679,0.9175733024691358
496,2.0,917405,0.6320305610670194,1.2640611221340388
497,2.0,216405,0.14908854166666666,0.2981770833333333
498,2.0,458100,0.31560019841269843,0.6312003968253969
499,2.0,954535,0.6576106426366843,1.3152212852733687
500,2.0,997587,0.6872705853174603,1.3745411706349207
501,2.0,913788,0.6295386904761905,1.259077380952381
502,2.0,30053,0.020704502865961198,0.041409005731922396
503,2.0,156259,0.10765197861552028,0.21530395723104057
504,2.0,526665,0.36283688822751325,0.7256737764550265
505,2.0,81447,0.05611152447089947,0.11222304894179894
506,2.0,1348495,0.9290226796737213,1.8580453593474426
507,2.0,5747,0.0039592978395061726,0.007918595679012345
508,2.0,116567,0.08030685074955908,0.16061370149911816
509,2.0,297629,0.20504643408289241,0.41009286816578483
510,2.0,605556,0.4171875,0.834375
511,2.0,561396,0.3867642195767196,0.7735284391534392
512,2.0,1200342,0.8269551917989418,1.6539103835978837
513,2.0,5231,0.0036038084215167547,0.007207616843033509
514,2.0,1078486,0.7430045745149911,1.4860091490299823
515,2.0,142521,0.09818741732804233,0.19637483465608466
