,N,T,Tnorm,custo
219,5.0,170461,0.11743620480599647,0.5871810240299824
220,5.0,182827,0.1259555500440917,0.6297777502204586
221,5.0,77798,0.05359760802469136,0.2679880401234568
222,5.0,177809,0.12249848434744268,0.6124924217372134
223,5.0,27266,0.018784446649029982,0.09392223324514991
224,5.0,40779,0.028093998015873017,0.1404699900793651
225,5.0,623068,0.42925209435626105,2.146260471781305
226,5.0,188640,0.12996031746031747,0.6498015873015873
227,5.0,95924,0.06608520723104057,0.33042603615520283
228,5.0,34331,0.02365175815696649,0.11825879078483245
229,5.0,7576,0.005219356261022928,0.026096781305114638
230,5.0,261416,0.1800981040564374,0.9004905202821869
231,5.0,832408,0.5734733245149912,2.867366622574956
232,5.0,42476,0.029263117283950618,0.1463155864197531
233,5.0,217989,0.1501798115079365,0.7508990575396826
234,5.0,149785,0.10319182649911816,0.5159591324955908
235,5.0,321604,0.22156360229276895,1.1078180114638447
236,5.0,274720,0.1892636684303351,0.9463183421516755
237,5.0,77414,0.05333305776014109,0.26666528880070545
238,5.0,17126,0.011798666225749559,0.05899333112874779
239,5.0,922213,0.6353429508377425,3.1767147541887124
240,5.0,268548,0.18501157407407406,0.9250578703703703
241,5.0,341019,0.23493923611111112,1.1746961805555556
242,5.0,188193,0.1296523644179894,0.6482618220899471
243,5.0,509403,0.3509445271164021,1.7547226355820107
244,5.0,200847,0.13837012235449736,0.6918506117724867
245,5.0,87732,0.060441468253968254,0.3022073412698413
246,5.0,127421,0.08778452932098765,0.4389226466049383
247,5.0,271102,0.18677110890652557,0.9338555445326279
248,5.0,1138049,0.7840394896384479,3.9201974481922397
249,5.0,343408,0.23658509700176367,1.1829254850088184
250,5.0,366140,0.25224592151675485,1.2612296075837743
251,5.0,152070,0.10476603835978836,0.5238301917989417
252,5.0,239628,0.16508763227513226,0.8254381613756614
253,5.0,67165,0.04627218364197531,0.23136091820987653
254,5.0,10913,0.007518325617283951,0.037591628086419755
255,5.0,232830,0.16040426587301587,0.8020213293650794
256,5.0,250697,0.17271343143738976,0.8635671571869489
257,5.0,320714,0.22095045194003526,1.1047522597001764
258,5.0,188393,0.12979015101410935,0.6489507550705468
259,5.0,725750,0.49999311067019403,2.49996555335097
260,5.0,4578,0.0031539351851851854,0.015769675925925927
261,5.0,287030,0.19774443342151676,0.9887221671075838
262,5.0,98985,0.06819403108465609,0.3409701554232804
263,5.0,334658,0.23055693342151676,1.1527846671075839
264,5.0,1195928,0.823914241622575,4.119571208112875
265,5.0,92502,0.06372767857142857,0.31863839285714285
266,5.0,441458,0.30413497574955906,1.5206748787477955
267,5.0,305665,0.21058269951499117,1.052913497574956
268,5.0,79582,0.05482666446208113,0.27413332231040566
269,5.0,159427,0.10983451829805997,0.5491725914902998
270,5.0,680240,0.46863977072310403,2.34319885361552
271,5.0,112451,0.07747120260141094,0.3873560130070547
272,5.0,159523,0.10990065586419753,0.5495032793209876
273,5.0,411870,0.28375082671957674,1.4187541335978835
274,5.0,606569,0.4178853891093474,2.0894269455467374
275,5.0,551656,0.38005401234567904,1.900270061728395
276,5.0,65949,0.04543444113756614,0.2271722056878307
277,5.0,470128,0.323886684303351,1.619433421516755
278,5.0,656178,0.45206266534391537,2.2603133267195767
279,5.0,247914,0.17079613095238094,0.8539806547619048
280,5.0,490789,0.3381207286155203,1.6906036430776015
281,5.0,550383,0.37917700066137566,1.8958850033068784
282,5.0,44471,0.030637538580246912,0.15318769290123457
283,5.0,473856,0.32645502645502644,1.6322751322751323
284,5.0,58046,0.03998980379188712,0.19994901895943562
285,5.0,18344,0.01263778659611993,0.06318893298059965
286,5.0,12406,0.008546902557319224,0.04273451278659612
287,5.0,468726,0.3229208002645503,1.6146040013227514
288,5.0,200280,0.13797949735449735,0.6898974867724867
289,5.0,236351,0.16282999889770722,0.8141499944885362
290,5.0,332051,0.22876088514109347,1.1438044257054674
291,5.0,243832,0.16798390652557318,0.839919532627866
292,5.0,33384,0.022999338624338624,0.11499669312169312
293,5.0,69590,0.04794284611992945,0.23971423059964728
294,5.0,146308,0.10079640652557319,0.503982032627866
295,5.0,231656,0.1595954585537919,0.7979772927689595
296,5.0,333755,0.22993482694003528,1.1496741347001764
297,5.0,272061,0.18743179563492063,0.9371589781746031
298,5.0,414165,0.2853319279100529,1.4266596395502646
299,5.0,336908,0.23210703262786597,1.1605351631393297
300,5.0,284076,0.1957093253968254,0.978546626984127
301,5.0,70670,0.04868689373897707,0.24343446869488536
302,5.0,378927,0.26105530753968254,1.3052765376984128
303,5.0,58871,0.04055817350088183,0.20279086750440917
304,5.0,244750,0.16861634700176367,0.8430817350088183
305,5.0,421642,0.29048307980599647,1.4524153990299824
306,5.0,678480,0.46742724867724866,2.3371362433862433
307,5.0,632071,0.4354545579805996,2.1772727899029984
308,5.0,241195,0.16616719025573193,0.8308359512786596
309,5.0,1093272,0.7531911375661375,3.765955687830688
310,5.0,147746,0.10178709215167549,0.5089354607583775
311,5.0,163767,0.11282448743386243,0.5641224371693122
312,5.0,217482,0.14983052248677248,0.7491526124338624
313,5.0,244658,0.1685529651675485,0.8427648258377425
314,5.0,283756,0.19548886684303352,0.9774443342151675
315,5.0,348076,0.23980103615520282,1.199005180776014
316,5.0,500478,0.34479580026455026,1.7239790013227514
317,5.0,606708,0.4179811507936508,2.089905753968254
318,5.0,63380,0.043664572310405644,0.2183228615520282
319,5.0,1066518,0.7347594246031746,3.673797123015873
320,5.0,145589,0.10030106371252205,0.5015053185626103
321,5.0,43166,0.029738481040564375,0.14869240520282187
322,5.0,678366,0.46734871031746034,2.3367435515873014
323,5.0,132442,0.09124366181657849,0.4562183090828924
324,5.0,40671,0.028019593253968255,0.14009796626984128
325,5.0,73656,0.05074404761904762,0.2537202380952381
326,5.0,394773,0.27197213955026456,1.3598606977513228
327,5.0,488606,0.33661678791887123,1.6830839395943562
328,5.0,86940,0.059895833333333336,0.2994791666666667
329,5.0,514146,0.35421213624338627,1.7710606812169312
330,5.0,1412098,0.9728408840388008,4.864204420194003
331,5.0,614146,0.42310543430335096,2.1155271715167547
332,5.0,742209,0.5113322585978836,2.556661292989418
333,5.0,205010,0.14123815035273368,0.7061907517636684
334,5.0,299204,0.20613150352733686,1.0306575176366843
335,5.0,427002,0.29417576058201056,1.470878802910053
336,5.0,194359,0.13390032517636685,0.6695016258818343
337,5.0,285394,0.19661733906525572,0.9830866953262787
338,5.0,243685,0.16788263337742504,0.8394131668871252
339,5.0,154613,0.10651799492945327,0.5325899746472663
340,5.0,38874,0.026781580687830688,0.13390790343915343
341,5.0,336095,0.23154693011463845,1.1577346505731922
342,5.0,30295,0.020871224647266314,0.10435612323633157
343,5.0,119059,0.08202367173721341,0.410118358686067
344,5.0,102578,0.07066936728395062,0.35334683641975306
345,5.0,262309,0.18071332120811287,0.9035666060405644
346,5.0,71464,0.04923390652557319,0.24616953262786595
347,5.0,1270836,0.8755208333333333,4.377604166666667
348,5.0,608053,0.41890776565255733,2.094538828262787
349,5.0,353056,0.24323192239858907,1.2161596119929454
350,5.0,540196,0.37215884038800706,1.8607942019400352
351,5.0,75248,0.05184082892416226,0.25920414462081126
352,5.0,424939,0.29275449184303354,1.4637724592151675
353,5.0,284970,0.19632523148148148,0.9816261574074074
354,5.0,466144,0.32114197530864197,1.6057098765432098
355,5.0,281231,0.1937493110670194,0.968746555335097
356,5.0,29614,0.020402061287477954,0.10201030643738977
357,5.0,281890,0.19420331790123457,0.9710165895061729
358,5.0,47697,0.03286003637566137,0.1643001818783069
359,5.0,70452,0.04853670634920635,0.24268353174603174
360,5.0,137177,0.09450575947971782,0.47252879739858905
361,5.0,219424,0.151168430335097,0.755842151675485
362,5.0,452146,0.3114982914462081,1.5574914572310405
363,5.0,239896,0.165272266313933,0.8263613315696648
364,5.0,891233,0.6139998070987654,3.069999035493827
365,5.0,404624,0.27875881834215166,1.3937940917107583
366,5.0,164531,0.11335083223104056,0.5667541611552028
367,5.0,157056,0.1082010582010582,0.541005291005291
368,5.0,103863,0.07155464616402116,0.3577732308201058
369,5.0,349707,0.24092468584656085,1.2046234292328042
370,5.0,109040,0.07512125220458554,0.3756062610229277
371,5.0,288091,0.198475391313933,0.9923769565696648
372,5.0,91465,0.06301325507054674,0.3150662753527337
373,5.0,158904,0.10947420634920635,0.5473710317460317
374,5.0,33239,0.022899443342151677,0.11449721671075838
375,5.0,29288,0.02017746913580247,0.10088734567901235
376,5.0,251538,0.17329282407407406,0.8664641203703703
377,5.0,45464,0.031321649029982364,0.1566082451499118
378,5.0,27123,0.01868592923280423,0.09342964616402116
379,5.0,234502,0.16155616181657848,0.8077808090828924
380,5.0,229094,0.15783041225749558,0.789152061287478
381,5.0,315626,0.21744516093474428,1.0872258046737213
382,5.0,36739,0.02531070877425044,0.1265535438712522
383,5.0,630225,0.4341827876984127,2.1709139384920637
384,5.0,181558,0.12508129409171076,0.6254064704585538
385,5.0,7042,0.004851466049382716,0.02425733024691358
386,5.0,9180,0.006324404761904762,0.03162202380952381
387,5.0,1100755,0.7583464230599647,3.7917321152998236
388,5.0,170259,0.11729704034391535,0.5864852017195767
389,5.0,56127,0.0386677414021164,0.193338707010582
390,5.0,427913,0.29480337852733685,1.4740168926366843
391,5.0,208714,0.1437899581128748,0.7189497905643739
392,5.0,138229,0.09523051697530864,0.4761525848765432
393,5.0,335267,0.23097649360670194,1.1548824680335097
394,5.0,638118,0.4396205357142857,2.1981026785714284
395,5.0,50311,0.03466090718694886,0.17330453593474426
396,5.0,30067,0.020714147927689594,0.10357073963844797
397,5.0,54922,0.037837577160493824,0.18918788580246915
398,5.0,174905,0.1204978229717813,0.6024891148589065
399,5.0,41839,0.02882426697530864,0.14412133487654322
400,5.0,404904,0.2789517195767196,1.394758597883598
401,5.0,371332,0.2558228615520282,1.279114307760141
402,5.0,63558,0.04378720238095238,0.21893601190476192
403,5.0,203607,0.1402715773809524,0.7013578869047619
404,5.0,144525,0.09956803902116403,0.4978401951058201
405,5.0,536323,0.3694906029541446,1.847453014770723
406,5.0,74698,0.05146191578483245,0.25730957892416223
407,5.0,149712,0.1031415343915344,0.515707671957672
408,5.0,250091,0.17229593805114637,0.8614796902557319
409,5.0,329097,0.22672577711640213,1.1336288855820107
410,5.0,243873,0.16801215277777778,0.8400607638888888
411,5.0,56464,0.03889991181657848,0.1944995590828924
412,5.0,214130,0.14752121913580246,0.7376060956790124
413,5.0,9518,0.006557264109347443,0.03278632054673721
414,5.0,228383,0.15734058090828923,0.7867029045414462
415,5.0,118566,0.08168402777777778,0.4084201388888889
416,5.0,644728,0.44417438271604937,2.220871913580247
417,5.0,87532,0.06030368165784832,0.30151840828924165
418,5.0,261534,0.18017939814814815,0.9008969907407407
419,5.0,513708,0.35391038359788357,1.769551917989418
420,5.0,754195,0.519589809303351,2.5979490465167547
421,5.0,280612,0.1933228615520282,0.9666143077601411
422,5.0,1186608,0.8174933862433862,4.087466931216931
423,5.0,86107,0.059321952160493824,0.29660976080246915
424,5.0,122257,0.08422687940917108,0.42113439704585537
425,5.0,18985,0.013079392636684303,0.06539696318342152
426,5.0,82742,0.057003692680776014,0.2850184634038801
427,5.0,64390,0.04436039462081129,0.22180197310405644
428,5.0,149849,0.10323591820987654,0.5161795910493827
429,5.0,184983,0.12744088955026456,0.6372044477513228
430,5.0,94378,0.0650201168430335,0.3251005842151676
431,5.0,317332,0.21862048059964725,1.0931024029982364
432,5.0,339900,0.23416832010582012,1.1708416005291005
433,5.0,1180735,0.8134472828483245,4.067236414241623
434,5.0,253218,0.17445023148148148,0.8722511574074074
435,5.0,367892,0.2534529320987654,1.2672646604938271
436,5.0,185550,0.12783151455026456,0.6391575727513228
437,5.0,12225,0.008422205687830689,0.04211102843915344
438,5.0,579341,0.39912712191358024,1.9956356095679013
439,5.0,640598,0.44132908950617283,2.2066454475308643
440,5.0,521314,0.3591504078483245,1.7957520392416226
441,5.0,445245,0.30674396494708994,1.5337198247354498
442,5.0,175240,0.12072861552028219,0.6036430776014109
443,5.0,510292,0.3515569885361552,1.7577849426807761
444,5.0,4292,0.002956900352733686,0.01478450176366843
445,5.0,189512,0.13056106701940035,0.6528053350970018
446,5.0,445427,0.30686935074955907,1.5343467537477955
447,5.0,92439,0.0636842757936508,0.31842137896825395
448,5.0,159239,0.10970499889770723,0.5485249944885362
449,5.0,177856,0.12253086419753087,0.6126543209876543
450,5.0,489706,0.33737461419753084,1.6868730709876543
451,5.0,67544,0.046533289241622575,0.2326664462081129
452,5.0,82516,0.05684799382716049,0.28423996913580246
453,5.0,1822662,1.2556919642857143,6.278459821428571
454,5.0,323993,0.22320946318342152,1.1160473159171076
455,5.0,69113,0.04761422508818342,0.2380711254409171
456,5.0,76035,0.05238301917989418,0.2619150958994709
457,5.0,23929,0.01648547729276896,0.0824273864638448
458,5.0,232262,0.1600129519400353,0.8000647597001763
459,5.0,324217,0.22336378417107583,1.1168189208553791
460,5.0,303815,0.20930817350088182,1.0465408675044092
461,5.0,923349,0.6361255787037037,3.1806278935185186
462,5.0,730947,0.5035734953703703,2.5178674768518516
463,5.0,160070,0.11027750220458554,0.5513875110229277
464,5.0,297321,0.20483424272486772,1.0241712136243386
465,5.0,779564,0.5370673500881834,2.685336750440917
466,5.0,90614,0.06242697310405644,0.3121348655202822
467,5.0,1800484,1.2404128086419752,6.202064043209877
468,5.0,258428,0.17803957231040565,0.8901978615520282
469,5.0,438735,0.3022590112433862,1.5112950562169312
470,5.0,38791,0.026724399250440917,0.13362199625220458
471,5.0,126698,0.08728643077601411,0.43643215388007056
472,5.0,510438,0.35165757275132276,1.7582878637566137
473,5.0,189418,0.130496307319224,0.65248153659612
474,5.0,108238,0.07456872795414463,0.3728436397707231
475,5.0,177325,0.12216504078483245,0.6108252039241623
476,5.0,1368104,0.9425319664902998,4.712659832451499
477,5.0,75828,0.05224041005291005,0.2612020502645503
478,5.0,39297,0.027072999338624337,0.1353649966931217
479,5.0,388282,0.2675002755731922,1.3375013778659612
480,5.0,7473,0.005148396164021164,0.02574198082010582
481,5.0,163819,0.11286031194885361,0.5643015597442681
482,5.0,202982,0.1398409942680776,0.6992049713403881
483,5.0,289059,0.19914227843915344,0.9957113921957672
484,5.0,1050498,0.7237227182539683,3.6186135912698414
485,5.0,53246,0.036682925485008816,0.18341462742504408
486,5.0,261742,0.18032269620811286,0.9016134810405644
487,5.0,202823,0.13973145392416225,0.6986572696208113
488,5.0,438383,0.30201650683421516,1.5100825341710757
489,5.0,416749,0.2871121307319224,1.435560653659612
490,5.0,100389,0.06916129298941799,0.34580646494708994
491,5.0,265672,0.1830302028218695,0.9151510141093474
492,5.0,343101,0.23637359457671958,1.181867972883598
493,5.0,61253,0.042199211860670195,0.21099605930335097
494,5.0,352876,0.24310791446208113,1.2155395723104057
495,5.0,313175,0.21575658619929453,1.0787829309964727
496,5.0,3528,0.0024305555555555556,0.012152777777777778
497,5.0,404618,0.27875468474426807,1.3937734237213404
498,5.0,8712,0.006001984126984127,0.030009920634920636
499,5.0,119564,0.08237158289241622,0.41185791446208114
500,5.0,1805236,1.2436866181657849,6.218433090828924
501,5.0,180862,0.1246017967372134,0.623008983686067
502,5.0,143295,0.09872065145502645,0.49360325727513227
503,5.0,512659,0.3531876929012346,1.7659384645061729
504,5.0,46965,0.032355737433862435,0.16177868716931218
505,5.0,18838,0.012978119488536156,0.06489059744268078
506,5.0,472935,0.3258205191798942,1.629102595899471
507,5.0,185896,0.12806988536155203,0.6403494268077602
508,5.0,404202,0.27846808862433864,1.392340443121693
509,5.0,482451,0.3323764054232804,1.661882027116402
510,5.0,23285,0.016041804453262788,0.08020902226631393
511,5.0,70471,0.048549796075837745,0.2427489803791887
512,5.0,7296,0.0050264550264550265,0.02513227513227513
513,5.0,226651,0.15614734898589067,0.7807367449294532
514,5.0,48169,0.03318521274250441,0.16592606371252205
515,5.0,343686,0.23677662037037037,1.1838831018518519
516,5.0,172016,0.11850749559082892,0.5925374779541446
517,5.0,74325,0.051204943783068786,0.2560247189153439
518,5.0,10042,0.006918264991181658,0.03459132495590829
