N,T,Tnorm,custo
10,137785.0,0.0949246307319224,0.949246307319224
10,67920.0,0.046792328042328045,0.4679232804232804
10,415331.0,0.2861352237654321,2.861352237654321
10,189399.0,0.1304832175925926,1.3048321759259258
10,366896.0,0.2527667548500882,2.5276675485008817
10,214692.0,0.14790839947089948,1.4790839947089947
10,111100.0,0.07654045414462081,0.7654045414462081
10,103273.0,0.07114817570546737,0.7114817570546738
10,13326.0,0.009180720899470899,0.091807208994709
10,7554.0,0.0052041997354497355,0.052041997354497355
10,119161.0,0.08209394290123456,0.8209394290123457
10,21684.0,0.014938822751322751,0.1493882275132275
10,60459.0,0.041652199074074074,0.41652199074074076
10,80673.0,0.05557829034391534,0.5557829034391535
10,61065.0,0.042069692460317464,0.4206969246031746
10,118499.0,0.0816378692680776,0.816378692680776
10,103043.0,0.07098972111992945,0.7098972111992945
10,83043.0,0.057211061507936506,0.5721106150793651
10,55272.0,0.038078703703703705,0.38078703703703703
10,272997.0,0.1880766369047619,1.880766369047619
10,416851.0,0.2871824018959436,2.8718240189594355
10,351356.0,0.24206073633156966,2.4206073633156966
10,37286.0,0.02568755511463845,0.2568755511463845
10,28811.0,0.019848848104056436,0.19848848104056438
10,174954.0,0.1205315806878307,1.205315806878307
10,141017.0,0.09715126212522046,0.9715126212522046
10,326724.0,0.22509093915343914,2.2509093915343916
10,48558.0,0.03345320767195767,0.33453207671957674
10,263204.0,0.18132991622574957,1.8132991622574957
10,356528.0,0.24562389770723103,2.4562389770723105
10,169628.0,0.11686232363315696,1.1686232363315696
10,194357.0,0.13389894731040564,1.3389894731040564
10,22745.0,0.015669780643738977,0.15669780643738976
10,502528.0,0.34620811287477954,3.4620811287477955
10,109759.0,0.07561659501763668,0.7561659501763669
10,115069.0,0.0792748291446208,0.7927482914462081
10,154717.0,0.10658964395943563,1.0658964395943562
10,46075.0,0.031742587081128745,0.3174258708112875
10,31462.0,0.021675209435626102,0.21675209435626103
10,14677.0,0.010111469356261022,0.10111469356261023
10,87870.0,0.060536541005291,0.60536541005291
10,278806.0,0.19207864858906526,1.9207864858906525
10,33643.0,0.023177772266313932,0.23177772266313934
10,49362.0,0.03400710978835979,0.3400710978835979
10,36144.0,0.02490079365079365,0.2490079365079365
10,5590.0,0.0038511353615520282,0.03851135361552028
10,170281.0,0.11731219686948853,1.1731219686948853
10,253804.0,0.17485394620811287,1.7485394620811288
10,100982.0,0.06956983024691359,0.6956983024691358
10,104167.0,0.07176408179012346,0.7176408179012346
10,47928.0,0.03301917989417989,0.33019179894179895
10,105399.0,0.07261284722222222,0.7261284722222222
10,85221.0,0.05871155753968254,0.5871155753968254
10,237775.0,0.16381103946208111,1.6381103946208113
10,29753.0,0.020497822971781304,0.20497822971781304
10,106186.0,0.07315503747795414,0.7315503747795414
10,23532.0,0.0162119708994709,0.16211970899470898
10,93947.0,0.06472318672839507,0.6472318672839507
10,475206.0,0.327385085978836,3.27385085978836
10,21927.0,0.015106233465608465,0.15106233465608465
10,52991.0,0.03650724757495591,0.3650724757495591
10,40688.0,0.028031305114638447,0.2803130511463845
10,25081.0,0.017279128086419755,0.17279128086419754
10,157243.0,0.10832988866843034,1.0832988866843034
10,100417.0,0.06918058311287478,0.6918058311287478
10,120955.0,0.08332988866843033,0.8332988866843033
10,20154.0,0.013884755291005291,0.1388475529100529
10,197578.0,0.1361180004409171,1.361180004409171
10,145314.0,0.10011160714285715,1.0011160714285714
10,111065.0,0.07651634149029983,0.7651634149029982
10,4357.0,0.003001680996472663,0.03001680996472663
10,179856.0,0.12390873015873016,1.2390873015873016
10,144525.0,0.09956803902116403,0.9956803902116402
10,801818.0,0.552398864638448,5.523988646384479
10,111282.0,0.07666583994708995,0.7666583994708994
10,29666.0,0.020437885802469136,0.20437885802469136
10,427791.0,0.2947193287037037,2.947193287037037
10,234341.0,0.16144524360670193,1.6144524360670194
10,3193.0,0.0021997630070546737,0.021997630070546736
10,104616.0,0.07207341269841269,0.720734126984127
10,168884.0,0.11634975749559083,1.1634975749559082
10,146939.0,0.10123112323633157,1.0123112323633157
10,25929.0,0.017863343253968253,0.17863343253968253
10,112716.0,0.07765376984126984,0.7765376984126984
10,145386.0,0.10016121031746032,1.0016121031746033
10,441182.0,0.3039448302469136,3.0394483024691357
10,129341.0,0.08910728064373898,0.8910728064373897
10,54669.0,0.03766327711640212,0.37663277116402116
10,98448.0,0.06782407407407408,0.6782407407407407
10,303074.0,0.2087976741622575,2.0879767416225747
10,8203.0,0.0056513172398589065,0.056513172398589065
10,76952.0,0.05301477072310406,0.5301477072310405
10,30803.0,0.021221202601410936,0.21221202601410935
10,222139.0,0.15303888337742505,1.5303888337742504
10,146115.0,0.10066344246031746,1.0066344246031746
10,101013.0,0.06959118716931217,0.6959118716931217
10,99372.0,0.06846064814814815,0.6846064814814815
10,69155.0,0.04764316027336861,0.47643160273368607
10,140430.0,0.09674685846560846,0.9674685846560847
10,95272.0,0.0656360229276896,0.656360229276896
10,34396.0,0.023696538800705467,0.23696538800705466
10,280851.0,0.19348751653439153,1.9348751653439153
10,269383.0,0.18558683311287477,1.8558683311287478
10,388342.0,0.2675416115520282,2.675416115520282
10,55476.0,0.038219246031746035,0.3821924603174603
10,58623.0,0.04038731812169312,0.4038731812169312
10,10445.0,0.007195904982363316,0.07195904982363316
10,454633.0,0.3132116677689594,3.1321166776895946
10,371972.0,0.256263778659612,2.56263778659612
10,92252.0,0.06355544532627866,0.6355544532627866
10,209467.0,0.14430872464726632,1.4430872464726632
10,168812.0,0.11630015432098766,1.1630015432098766
10,35561.0,0.024499145723104056,0.24499145723104057
10,481239.0,0.3315414186507937,3.3154141865079363
10,98945.0,0.0681664737654321,0.681664737654321
10,136350.0,0.0939360119047619,0.9393601190476191
10,32405.0,0.02232487323633157,0.2232487323633157
10,17136.0,0.011805555555555555,0.11805555555555555
10,191732.0,0.13209049823633157,1.3209049823633157
10,94544.0,0.06513447971781305,0.6513447971781305
10,166163.0,0.11447517085537919,1.144751708553792
10,120674.0,0.08313629850088183,0.8313629850088183
10,22756.0,0.015677358906525572,0.15677358906525574
10,252406.0,0.17389081790123456,1.7389081790123457
10,290477.0,0.20011918540564375,2.0011918540564375
10,272163.0,0.1875020667989418,1.875020667989418
10,83849.0,0.05776634149029982,0.5776634149029982
10,91050.0,0.06272734788359788,0.6272734788359788
10,153865.0,0.10600267305996473,1.0600267305996474
10,322879.0,0.2224419918430335,2.224419918430335
10,79744.0,0.05493827160493827,0.5493827160493827
10,828053.0,0.5704730213844798,5.7047302138447975
10,86199.0,0.059385333994708994,0.59385333994709
10,175749.0,0.12107928240740741,1.2107928240740742
10,225936.0,0.1556547619047619,1.556547619047619
10,11301.0,0.0077856316137566136,0.07785631613756613
10,90287.0,0.06220169201940035,0.6220169201940036
10,219811.0,0.15143504739858907,1.5143504739858906
10,219394.0,0.151147762345679,1.5114776234567902
10,106422.0,0.07331762566137566,0.7331762566137566
10,400710.0,0.27606233465608465,2.7606233465608465
10,59033.0,0.040669780643738974,0.4066978064373898
10,162143.0,0.1117056602733686,1.1170566027336861
10,101528.0,0.06994598765432099,0.6994598765432098
10,130770.0,0.09009176587301587,0.9009176587301587
10,123145.0,0.08483865189594356,0.8483865189594356
10,286245.0,0.19720362103174602,1.9720362103174602
10,370436.0,0.25520557760141094,2.552055776014109
10,180818.0,0.12457148368606702,1.2457148368606703
10,515557.0,0.35518422067901234,3.5518422067901234
10,149755.0,0.10317115850970017,1.0317115850970018
10,84566.0,0.05826030643738977,0.5826030643738977
10,136814.0,0.09425567680776015,0.9425567680776014
10,89576.0,0.061711860670194005,0.6171186067019401
10,30064.0,0.020712081128747794,0.20712081128747795
10,50458.0,0.034762180335097,0.34762180335097004
10,755585.0,0.5205474261463845,5.205474261463845
10,190398.0,0.13117146164021165,1.3117146164021165
10,436.0,0.0003003747795414462,0.003003747795414462
10,286750.0,0.19755153218694885,1.9755153218694885
10,110081.0,0.07583843143738977,0.7583843143738977
10,31357.0,0.02160287147266314,0.2160287147266314
10,520354.0,0.35848903218694883,3.5848903218694885
10,8047.0,0.005543843694885362,0.055438436948853614
10,136369.0,0.09394910163139329,0.939491016313933
10,181617.0,0.12512194113756614,1.2512194113756614
10,173255.0,0.1193610835537919,1.193610835537919
10,186114.0,0.12822007275132274,1.2822007275132274
10,169106.0,0.11650270061728395,1.1650270061728396
10,113939.0,0.07849633487654321,0.7849633487654321
10,48165.0,0.03318245701058201,0.3318245701058201
10,34581.0,0.023823991402116402,0.238239914021164
10,142748.0,0.09834380511463844,0.9834380511463845
10,94861.0,0.06535287147266314,0.6535287147266314
10,249566.0,0.17193424823633158,1.7193424823633157
10,356577.0,0.2456576554232804,2.456576554232804
10,148711.0,0.10245191247795414,1.0245191247795415
10,7083.0,0.004879712301587302,0.048797123015873016
10,47140.0,0.03247630070546737,0.3247630070546737
10,1773.0,0.0012214781746031746,0.012214781746031746
10,1016.0,0.0006999559082892416,0.006999559082892416
10,365060.0,0.25150187389770723,2.5150187389770724
10,300445.0,0.20698646935626103,2.0698646935626104
10,112340.0,0.07739473104056438,0.7739473104056437
10,382294.0,0.26337494488536156,2.6337494488536155
10,82620.0,0.056919642857142856,0.5691964285714286
10,8577.0,0.005908978174603174,0.059089781746031744
10,144800.0,0.09975749559082893,0.9975749559082893
10,133886.0,0.09223848104056437,0.9223848104056437
10,73429.0,0.0505876598324515,0.505876598324515
10,83665.0,0.057639577821869487,0.5763957782186949
10,639504.0,0.4405753968253968,4.405753968253968
10,177350.0,0.12218226410934745,1.2218226410934745
10,126582.0,0.08720651455026456,0.8720651455026455
10,234583.0,0.16161196538800707,1.6161196538800706
10,3289.0,0.0022659005731922397,0.022659005731922397
10,92966.0,0.06404734347442681,0.6404734347442681
10,498629.0,0.34352196318342154,3.435219631834215
10,51386.0,0.035401510141093474,0.35401510141093473
10,64849.0,0.044676614858906526,0.44676614858906527
10,48122.0,0.033152832892416224,0.33152832892416223
10,178091.0,0.12269276344797178,1.2269276344797178
10,66443.0,0.04577477402998236,0.4577477402998236
10,61449.0,0.04233424272486772,0.42334242724867727
10,2272.0,0.0015652557319223985,0.015652557319223985
10,244622.0,0.16852816358024691,1.6852816358024691
10,5064.0,0.0034887566137566136,0.03488756613756614
10,103457.0,0.07127493937389771,0.712749393738977
10,10664.0,0.0073467813051146386,0.07346781305114639
10,400928.0,0.2762125220458554,2.762125220458554
10,79722.0,0.05492311507936508,0.5492311507936508
10,381404.0,0.2627617945326279,2.6276179453262785
10,85906.0,0.0591834766313933,0.591834766313933
10,124998.0,0.0861152447089947,0.8611524470899471
10,219514.0,0.15123043430335098,1.5123043430335097
10,32929.0,0.022685874118165784,0.22685874118165786
10,115530.0,0.07959242724867725,0.7959242724867724
10,161845.0,0.11150035824514991,1.1150035824514992
10,119217.0,0.08213252314814815,0.8213252314814815
10,13948.0,0.00960923721340388,0.0960923721340388
10,560803.0,0.38635568231922396,3.8635568231922397
10,45034.0,0.031025407848324516,0.31025407848324515
10,115015.0,0.07923762676366843,0.7923762676366843
10,241816.0,0.1665950176366843,1.665950176366843
10,116192.0,0.08004850088183421,0.8004850088183422
10,140488.0,0.09678681657848325,0.9678681657848325
10,239100.0,0.16472387566137567,1.6472387566137565
10,317005.0,0.21839519951499117,2.183951995149912
10,17502.0,0.012057705026455026,0.12057705026455026
10,14423.0,0.009936480379188713,0.09936480379188713
10,28869.0,0.019888806216931218,0.19888806216931218
10,16243.0,0.011190338403880071,0.11190338403880071
10,38474.0,0.02650600749559083,0.2650600749559083
10,749536.0,0.5163800705467372,5.163800705467372
10,199995.0,0.13778315145502645,1.3778315145502646
10,796575.0,0.5487867890211641,5.48786789021164
10,95588.0,0.06585372574955908,0.6585372574955908
10,214844.0,0.1480131172839506,1.4801311728395061
10,15626.0,0.010765266754850088,0.10765266754850088
10,119730.0,0.08248594576719577,0.8248594576719577
10,49279.0,0.033949928350970014,0.33949928350970016
10,8541.0,0.005884176587301587,0.05884176587301587
10,87120.0,0.06001984126984127,0.6001984126984127
10,38794.0,0.026726466049382717,0.26726466049382713
10,410579.0,0.2828614142416226,2.828614142416226
10,355892.0,0.24518573633156968,2.4518573633156966
10,67826.0,0.04672756834215167,0.46727568342151676
10,42469.0,0.02925829475308642,0.2925829475308642
10,83791.0,0.05772638337742504,0.5772638337742504
10,50123.0,0.03453138778659612,0.3453138778659612
10,68224.0,0.047001763668430334,0.47001763668430335
10,208904.0,0.14392085537918872,1.439208553791887
10,49982.0,0.03443424823633157,0.3443424823633157
10,52803.0,0.03637772817460318,0.36377728174603174
10,147938.0,0.10191936728395062,1.0191936728395061
10,12963.0,0.008930638227513228,0.08930638227513228
10,41404.0,0.028524581128747794,0.28524581128747795
10,245948.0,0.16944168871252205,1.6944168871252205
10,89978.0,0.061988811728395064,0.6198881172839507
10,29751.0,0.020496445105820105,0.20496445105820105
10,86452.0,0.059559634038800706,0.595596340388007
10,192773.0,0.1328076774691358,1.328076774691358
10,18800.0,0.012951940035273368,0.12951940035273368
10,10212.0,0.007035383597883598,0.07035383597883597
10,76698.0,0.052839781746031746,0.5283978174603174
10,314840.0,0.21690365961199295,2.1690365961199296
10,131247.0,0.09042038690476191,0.9042038690476191
10,128617.0,0.08860849316578483,0.8860849316578483
10,4499.0,0.003099509479717813,0.03099509479717813
10,111873.0,0.07707299933862434,0.7707299933862434
10,123617.0,0.0851638282627866,0.851638282627866
10,181589.0,0.12510265101410933,1.2510265101410936
10,58493.0,0.040297756834215166,0.40297756834215165
10,227287.0,0.15658551036155202,1.5658551036155204
10,66761.0,0.04599385471781305,0.4599385471781305
10,31358.0,0.021603560405643738,0.2160356040564374
10,16068.0,0.011069775132275132,0.11069775132275132
10,305433.0,0.21042286706349206,2.1042286706349205
10,11686.0,0.008050870811287478,0.08050870811287478
10,605907.0,0.4174293154761905,4.174293154761905
10,128939.0,0.08883032958553792,0.8883032958553791
10,185245.0,0.12762138999118167,1.2762138999118167
10,370164.0,0.2550181878306878,2.550181878306878
10,159447.0,0.10984829695767195,1.0984829695767195
10,126948.0,0.08745866402116402,0.8745866402116402
10,30491.0,0.021006255511463845,0.21006255511463845
10,57303.0,0.039477926587301586,0.39477926587301587
10,22935.0,0.01580067791005291,0.1580067791005291
10,261074.0,0.1798624889770723,1.798624889770723
10,67628.0,0.04659115961199294,0.46591159611992944
10,83761.0,0.057705715388007055,0.5770571538800705
10,303763.0,0.20927234898589064,2.0927234898589067
10,194559.0,0.13403811177248678,1.3403811177248677
10,225136.0,0.15510361552028218,1.5510361552028218
10,173962.0,0.11984815917107584,1.1984815917107583
10,114160.0,0.07864858906525574,0.7864858906525574
10,118472.0,0.0816192680776014,0.8161926807760141
10,108607.0,0.07482294422398589,0.7482294422398589
10,62370.0,0.04296875,0.4296875
10,535607.0,0.3689973269400353,3.689973269400353
10,197610.0,0.1361400462962963,1.361400462962963
10,76572.0,0.05275297619047619,0.5275297619047619
10,5574.0,0.003840112433862434,0.03840112433862434
10,5561.0,0.0038311563051146385,0.038311563051146386
10,356663.0,0.245716903659612,2.45716903659612
10,181243.0,0.12486428020282186,1.2486428020282188
10,44431.0,0.030609981261022927,0.3060998126102293
10,95120.0,0.06553130511463845,0.6553130511463845
10,3430.0,0.00236304012345679,0.023630401234567902
10,31291.0,0.021557401895943563,0.21557401895943562
10,33364.0,0.02298555996472663,0.22985559964726632
10,609891.0,0.42017402447089947,4.201740244708994
10,645083.0,0.44441895392416225,4.444189539241623
10,110977.0,0.07645571538800705,0.7645571538800705
10,30413.0,0.020952518738977074,0.20952518738977072
10,679206.0,0.467927414021164,4.67927414021164
10,2458.0,0.001693397266313933,0.01693397266313933
10,14042.0,0.009673996913580247,0.09673996913580248
10,55633.0,0.03832740850970018,0.3832740850970018
10,277136.0,0.19092813051146384,1.9092813051146384
10,20210.0,0.013923335537918871,0.1392333553791887
10,197327.0,0.1359450782627866,1.359450782627866
10,166778.0,0.11489886463844798,1.1489886463844796
10,15313.0,0.010549630731922399,0.10549630731922399
10,65295.0,0.04498387896825397,0.4498387896825397
10,309350.0,0.2131214175485009,2.1312141754850087
10,61400.0,0.04230048500881834,0.42300485008818345
10,206953.0,0.1425767471340388,1.425767471340388
10,48456.0,0.03338293650793651,0.33382936507936506
10,230794.0,0.159001598324515,1.59001598324515
10,130797.0,0.09011036706349207,0.9011036706349206
10,6762.0,0.004658564814814815,0.04658564814814815
10,73234.0,0.05045331790123457,0.5045331790123457
10,174560.0,0.12026014109347442,1.2026014109347443
10,66007.0,0.04547439925044092,0.45474399250440917
10,110393.0,0.07605337852733686,0.7605337852733686
10,10528.0,0.007253086419753086,0.07253086419753087
10,516758.0,0.35601162918871254,3.5601162918871254
10,39214.0,0.027015817901234567,0.2701581790123457
10,104028.0,0.07166832010582011,0.716683201058201
10,215560.0,0.14850639329805995,1.4850639329805997
10,91160.0,0.06280313051146384,0.6280313051146384
10,142036.0,0.0978532848324515,0.978532848324515
10,116346.0,0.08015459656084656,0.8015459656084656
10,13167.0,0.009071180555555556,0.09071180555555555
10,154211.0,0.1062410438712522,1.062410438712522
10,24130.0,0.01662395282186949,0.1662395282186949
10,119567.0,0.08237364969135802,0.8237364969135802
10,22116.0,0.0152364417989418,0.152364417989418
10,124464.0,0.0857473544973545,0.857473544973545
10,51751.0,0.035652970679012345,0.35652970679012347
10,77693.0,0.05352527006172839,0.5352527006172839
10,76441.0,0.052662725970017636,0.5266272597001763
10,37735.0,0.02599688602292769,0.2599688602292769
10,35905.0,0.024736138668430337,0.24736138668430335
10,29409.0,0.020260830026455026,0.20260830026455026
10,165105.0,0.11374627976190477,1.1374627976190477
10,45916.0,0.031633046737213406,0.31633046737213405
10,387890.0,0.26723021384479717,2.672302138447972
10,30155.0,0.020774774029982363,0.20774774029982362
10,52831.0,0.03639701829805996,0.36397018298059963
10,12639.0,0.008707423941798942,0.08707423941798942
10,86539.0,0.05961957120811288,0.5961957120811288
10,282785.0,0.19481991291887124,1.9481991291887126
10,566987.0,0.3906160438712522,3.906160438712522
10,248624.0,0.1712852733686067,1.712852733686067
10,78083.0,0.05379395392416226,0.5379395392416225
10,354260.0,0.24406139770723104,2.4406139770723105
10,381765.0,0.26301049933862436,2.6301049933862433
10,157630.0,0.1085965057319224,1.0859650573192239
10,28505.0,0.019638034611992945,0.19638034611992947
10,611.0,0.0004209380511463845,0.004209380511463845
10,79439.0,0.05472814704585538,0.5472814704585538
10,56747.0,0.039094879850088186,0.3909487985008818
10,304310.0,0.20964919532627865,2.096491953262787
10,70652.0,0.048674492945326275,0.4867449294532628
10,27917.0,0.019232942019400352,0.19232942019400354
10,213099.0,0.14681092923280423,1.4681092923280423
10,188217.0,0.1296688988095238,1.2966889880952381
10,252268.0,0.1737957451499118,1.737957451499118
10,62410.0,0.042996307319223985,0.42996307319223986
10,264922.0,0.18251350308641975,1.8251350308641976
10,190272.0,0.13108465608465608,1.310846560846561
10,164492.0,0.11332396384479718,1.1332396384479717
10,126975.0,0.08747726521164022,0.8747726521164021
10,87852.0,0.06052414021164021,0.6052414021164021
10,700807.0,0.482809055335097,4.82809055335097
10,290172.0,0.19990906084656085,1.9990906084656084
10,217384.0,0.1497630070546737,1.4976300705467371
10,641369.0,0.44186025683421515,4.418602568342152
10,68443.0,0.04715263999118166,0.47152639991181655
10,505027.0,0.34792975639329804,3.4792975639329806
10,161921.0,0.11155271715167549,1.115527171516755
10,3271.0,0.002253499779541446,0.02253499779541446
10,242236.0,0.16688436948853616,1.6688436948853616
10,86099.0,0.05931644069664903,0.5931644069664903
10,79562.0,0.05481288580246914,0.5481288580246914
10,268097.0,0.18470086529982363,1.8470086529982364
10,71064.0,0.04895833333333333,0.4895833333333333
10,277560.0,0.19122023809523808,1.912202380952381
10,29026.0,0.01999696869488536,0.19996968694885361
10,136496.0,0.09403659611992946,0.9403659611992945
10,10430.0,0.007185570987654321,0.07185570987654322
10,189251.0,0.13038125551146384,1.3038125551146384
10,43058.0,0.02966407627865961,0.2966407627865961
10,57425.0,0.03956197641093474,0.39561976410934746
10,135749.0,0.09352196318342151,0.9352196318342152
10,156533.0,0.10784074625220459,1.078407462522046
10,29369.0,0.02023327270723104,0.2023327270723104
10,101712.0,0.07007275132275133,0.7007275132275133
10,45229.0,0.031159749779541446,0.31159749779541446
10,40868.0,0.028155313051146384,0.28155313051146386
10,108430.0,0.07470100308641975,0.7470100308641975
10,76782.0,0.052897652116402114,0.5289765211640212
10,55380.0,0.038153108465608467,0.38153108465608465
10,144531.0,0.09957217261904762,0.9957217261904762
10,75809.0,0.05222732032627866,0.5222732032627866
10,25470.0,0.017547123015873016,0.17547123015873015
10,433032.0,0.29833002645502643,2.9833002645502646
10,351029.0,0.24183545524691358,2.4183545524691357
10,102168.0,0.07038690476190476,0.7038690476190477
10,181420.0,0.124986221340388,1.2498622134038802
10,6766.0,0.004661320546737214,0.04661320546737213
10,156810.0,0.10803158068783068,1.080315806878307
10,13541.0,0.009328841490299824,0.09328841490299823
10,92458.0,0.06369736552028218,0.6369736552028219
10,82023.0,0.05650834986772487,0.5650834986772487
10,47570.0,0.03277254188712522,0.3277254188712522
10,67469.0,0.046481619268077604,0.464816192680776
10,66740.0,0.045979387125220456,0.4597938712522046
10,79818.0,0.05498925264550265,0.5498925264550265
10,35810.0,0.02467069003527337,0.24670690035273368
10,140830.0,0.09702243165784832,0.9702243165784833
10,248503.0,0.17120191247795413,1.7120191247795415
10,125772.0,0.08664847883597884,0.8664847883597884
10,227897.0,0.15700575947971782,1.5700575947971782
10,109749.0,0.0756097056878307,0.7560970568783069
10,322461.0,0.22215401785714287,2.2215401785714284
10,448721.0,0.3091386959876543,3.091386959876543
10,80607.0,0.05553282076719577,0.5553282076719577
10,376587.0,0.25944320436507934,2.5944320436507935
10,148055.0,0.10199997244268078,1.0199997244268078
10,58951.0,0.04061328813932981,0.40613288139329806
10,48876.0,0.03367228835978836,0.3367228835978836
10,87768.0,0.06046626984126984,0.6046626984126984
10,46012.0,0.03169918430335097,0.3169918430335097
10,28740.0,0.019799933862433863,0.19799933862433863
10,96804.0,0.06669146825396825,0.6669146825396826
10,142208.0,0.09797178130511464,0.9797178130511464
10,189620.0,0.1306354717813051,1.3063547178130512
10,145733.0,0.1004002700617284,1.004002700617284
10,246326.0,0.1697021053791887,1.697021053791887
10,33499.0,0.023078565917107583,0.23078565917107582
10,112509.0,0.07751116071428571,0.7751116071428571
10,57024.0,0.039285714285714285,0.39285714285714285
10,50828.0,0.03501708553791887,0.35017085537918874
10,63807.0,0.04395874669312169,0.4395874669312169
10,48944.0,0.03371913580246914,0.33719135802469136
10,73640.0,0.05073302469135803,0.5073302469135802
10,113333.0,0.07807884149029982,0.7807884149029982
10,68294.0,0.04704998897707231,0.4704998897707231
10,126315.0,0.08702256944444445,0.8702256944444444
10,415524.0,0.2862681878306878,2.862681878306878
10,46158.0,0.03179976851851852,0.3179976851851852
10,55380.0,0.038153108465608467,0.38153108465608465
10,61898.0,0.04264357363315697,0.42643573633156967
10,55691.0,0.03836736662257496,0.38367366622574955
10,197093.0,0.1357838679453263,1.3578386794532629
10,15850.0,0.010919587742504408,0.1091958774250441
10,592429.0,0.4081438767636684,4.081438767636684
10,207249.0,0.1427806712962963,1.427806712962963
10,77658.0,0.05350115740740741,0.5350115740740741
10,13444.0,0.009262014991181658,0.09262014991181658
10,11301.0,0.0077856316137566136,0.07785631613756613
10,255890.0,0.17629106040564374,1.7629106040564373
10,139267.0,0.09594562940917108,0.9594562940917107
10,456354.0,0.3143973214285714,3.1439732142857144
10,194774.0,0.1341862323633157,1.341862323633157
10,207358.0,0.14285576499118166,1.4285576499118167
10,162268.0,0.11179177689594356,1.1179177689594357
10,45882.0,0.031609623015873015,0.3160962301587302
10,208914.0,0.14392774470899472,1.439277447089947
10,136574.0,0.09409033289241622,0.9409033289241623
10,46798.0,0.03224068562610229,0.32240685626102294
10,124763.0,0.08595334545855379,0.8595334545855379
10,220310.0,0.15177882495590828,1.5177882495590829
10,149366.0,0.10290316358024691,1.0290316358024691
10,11080.0,0.007633377425044091,0.07633377425044091
10,184831.0,0.1273361717372134,1.273361717372134
10,17088.0,0.011772486772486773,0.11772486772486772
10,24224.0,0.016688712522045856,0.16688712522045857
10,3138.0,0.002161871693121693,0.02161871693121693
10,139156.0,0.09586915784832452,0.9586915784832452
10,52310.0,0.03603808421516755,0.3603808421516755
10,122984.0,0.08472773368606702,0.8472773368606702
10,60996.0,0.042022156084656086,0.42022156084656087
10,9451.0,0.006511105599647266,0.06511105599647267
10,205876.0,0.141834766313933,1.4183476631393297
10,187266.0,0.12901372354497354,1.2901372354497354
10,230623.0,0.15888379078483245,1.5888379078483246
10,79971.0,0.05509465939153439,0.550946593915344
10,90577.0,0.06240148258377425,0.6240148258377425
10,549.0,0.00037822420634920636,0.0037822420634920635
10,167518.0,0.1154086750440917,1.1540867504409171
10,33892.0,0.023349316578483246,0.23349316578483245
10,429903.0,0.29617435515873014,2.9617435515873014
10,195636.0,0.1347800925925926,1.3478009259259258
